사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,8호선,537,석촌,1,0,"2,805",775,"5,542","3,840","15,474","7,792","23,445","21,829","12,765","17,798","9,346","10,647","9,370","11,645","10,470","11,973","10,485","12,759","10,607","12,866","11,339","14,272","12,952","15,150","16,466","20,607","19,134","28,880","10,407","18,839","9,005","10,527","9,235","9,144","8,016","7,979","2,710","5,424",12,760,0,0,0,0,0,0
2021-11,8호선,538,송파,3,0,"2,392",628,"7,457","4,763","23,608","10,306","29,931","16,933","16,259","9,583","11,151","6,875","10,569","7,552","11,312","7,912","10,153","9,074","9,277","9,040","11,120","10,849","13,543","13,030","13,147","17,125","14,835","26,036","7,378","19,523","5,390","10,359","4,088","10,173","3,088","8,518",974,"5,064",4,767,0,0,0,0,0,0
2021-11,8호선,539,가락시장,41,1,"2,505","2,435","4,944","6,204","10,075","14,491","12,684","38,427","9,210","17,789","8,919","11,851","9,737","11,094","9,702","9,493","9,928","10,807","11,454","10,886","13,385","10,269","13,668","12,325","18,919","14,457","28,928","20,054","11,454","13,784","9,975","8,411","10,155","7,471","8,367","5,739","3,002","3,566",12,"2,104",0,0,0,0,0,0
2021-11,8호선,540,문정,4,0,"1,865","3,189","6,148","11,729","21,367","49,565","31,018","172,341","18,325","83,711","14,698","29,471","15,983","17,686","17,827","17,355","20,491","19,980","23,970","17,291","26,302","18,150","31,710","19,715","77,277","23,962","130,281","33,981","43,816","25,021","28,338","13,347","25,014","11,026","17,396","11,026","5,096","5,901",4,122,0,0,0,0,0,0
2021-11,8호선,541,장지,19,0,"5,046","2,443","15,971","11,327","45,627","27,352","56,611","48,654","30,620","29,872","20,412","19,315","17,451","18,132","18,761","21,238","19,258","18,787","19,599","20,284","22,319","24,910","29,179","28,734","41,927","31,739","47,619","50,996","26,567","34,680","21,259","18,655","17,138","16,350","11,551","16,269","3,354","9,120",0,52,0,0,0,0,0,0
2021-11,8호선,542,복정,9,0,"4,474","2,412","10,105","9,523","32,210","13,025","43,296","21,839","26,091","15,481","16,144","8,921","12,601","8,427","13,651","10,488","12,740","10,050","12,270","10,058","14,196","11,581","18,722","15,185","25,593","22,516","29,370","34,929","15,002","25,432","9,047","15,605","7,579","14,081","6,418","12,530","2,003","6,107",4,330,0,0,0,0,0,0
2021-11,8호선,543,산성,36,1,"3,799",710,"8,448","2,583","23,087","3,644","26,983","9,687","14,408","6,522","9,261","6,729","7,740","4,927","8,151","5,894","7,960","6,302","7,706","5,849","8,520","7,942","9,957","10,731","9,661","13,244","7,803","21,518","3,722","19,427","2,345","11,113","1,984","10,385","1,302","9,782",618,"5,091",1,786,0,0,0,0,0,0
2021-11,8호선,544,남한산성입구(성남법원.검찰청),29,1,"10,797","1,362","20,030","5,008","48,612","11,488","64,772","25,653","32,461","17,467","19,905","12,089","18,173","10,300","19,297","12,898","17,461","14,394","15,601","13,362","16,461","17,061","19,444","21,447","23,380","26,825","23,981","43,031","10,531","36,550","6,670","21,374","5,093","19,998","3,312","19,061","1,158","10,362",2,"1,479",0,1,0,0,0,0
2021-11,8호선,545,단대오거리,12,0,"8,140","1,819","15,282","7,361","34,975","10,680","42,578","20,023","22,684","9,911","15,051","7,734","13,646","8,347","14,185","9,550","13,384","9,612","11,667","11,410","11,818","14,785","15,199","17,221","18,549","21,731","22,486","35,632","9,776","29,723","6,063","17,879","4,924","15,646","3,538","13,732","1,103","8,805",5,"1,072",0,0,0,0,0,0
2021-11,8호선,546,신흥,3,0,"3,194",574,"5,321","3,247","11,474","3,236","15,206","6,767","8,626","4,309","5,954","4,853","5,666","4,843","6,049","5,238","6,459","5,977","6,229","6,656","6,451","8,229","7,750","8,847","8,233","11,019","7,429","15,912","4,137","12,689","3,574","7,364","2,518","6,546","2,087","5,306",719,"3,420",3,360,0,0,0,0,0,0
2021-11,8호선,547,수진,6,0,"4,052",508,"6,687","2,129","15,899","3,452","22,804","9,322","11,946","5,602","7,796","5,146","7,556","5,133","8,074","5,287","7,649","6,479","6,411","7,142","7,480","7,320","9,197","9,000","9,249","10,019","7,666","15,629","4,280","12,480","3,253","7,524","2,689","6,836","1,970","6,409",670,"4,292",7,491,0,0,0,0,0,0
2021-11,8호선,548,모란,14,0,"2,022",581,"3,093","3,400","8,422","4,264","11,357","8,175","6,836","5,436","5,826","5,551","6,908","6,097","7,327","6,412","7,687","7,037","9,033","6,257","9,396","6,016","10,414","7,199","9,356","7,757","10,009","9,507","5,826","6,514","3,751","3,669","3,901","3,500","3,270","3,282","1,637","1,835",5,554,0,0,0,0,0,0
2021-11,9호선,618,개화,12,0,"1,408",262,"5,745","2,701","13,736","3,246","8,539","5,720","3,382","2,776","2,298","2,099","2,162","2,252","2,344","2,202","2,426","2,022","2,301","1,925","2,828","2,274","4,637","2,048","6,089","3,096","6,185","5,465","2,639","4,970","1,711","2,712","1,745","1,715",440,"1,504",149,943,0,185,0,0,0,0,0,0
2021-11,9호선,619,김포공항,17,0,"1,402","1,582","3,450","12,890","7,624","22,040","11,876","25,194","9,873","22,041","9,709","17,483","11,143","23,325","11,549","24,546","13,834","26,573","15,629","23,515","16,080","23,662","14,381","28,468","19,258","31,470","21,526","32,560","16,009","23,179","15,608","8,911","15,714","3,906","11,077","2,754","1,752","1,878",51,726,0,0,0,0,0,1
2021-11,9호선,620,공항시장,2,0,"3,432",258,"4,536","1,213","9,343","1,954","10,224","4,211","6,153","3,138","4,575","3,287","4,088","3,305","4,726","3,529","4,467","4,343","4,128","4,125","4,274","4,986","4,672","6,297","5,053","7,485","3,986","11,007","2,561","9,673","2,219","5,808","1,829","4,991","1,439","4,902",509,"3,368",3,315,0,0,0,0,0,0
2021-11,9호선,621,신방화,11,0,"4,537",594,"10,601","2,832","27,623","5,163","27,340","11,859","14,452","6,101","10,762","5,274","9,299","6,043","10,271","7,258","9,672","7,838","8,425","8,056","8,983","10,599","10,299","11,338","9,648","14,503","10,033","25,479","5,286","20,170","4,290","11,775","3,407","10,273","2,605","9,439",974,"6,176",4,134,0,0,0,0,0,0
2021-11,9호선,622,마곡나루(서울식물원),3,0,"3,627",919,"9,147","11,904","28,690","12,959","30,260","43,658","14,280","21,400","10,559","12,380","10,904","10,893","12,809","10,762","12,888","11,695","13,187","12,189","15,604","12,864","20,705","14,899","31,908","22,123","40,294","34,102","17,223","30,566","14,496","16,053","14,595","13,991","11,921","13,418","5,255","9,400",68,641,0,0,0,0,0,0
2021-11,9호선,623,양천향교,24,0,"4,241","1,085","9,341","5,568","30,521","9,699","31,853","37,889","14,474","16,118","11,130","9,504","11,348","7,973","12,421","9,122","12,124","9,078","11,575","10,213","12,202","9,952","15,399","11,870","20,665","17,164","31,764","27,664","11,284","26,270","7,006","15,164","6,217","12,960","4,233","13,326","1,314","9,882",1,202,0,0,0,0,0,0
2021-11,9호선,624,가양,51,0,"14,497","1,599","24,197","7,831","70,021","24,512","75,642","46,397","41,693","25,741","29,048","17,132","27,508","17,194","28,825","18,764","27,269","21,928","25,072","23,017","25,994","26,015","29,917","32,299","37,808","40,571","45,769","67,756","19,015","56,862","13,044","32,763","11,297","31,201","8,358","27,506","2,240","17,761",3,734,0,0,0,0,0,0
2021-11,9호선,625,증미,2,0,"2,391",655,"7,376","3,262","21,342","7,457","21,567","34,742","11,186","12,727","8,323","7,012","8,370","5,846","8,446","6,548","8,661","6,951","8,190","7,629","8,556","9,127","9,618","9,379","16,532","11,431","29,353","20,275","8,357","16,706","5,025","8,497","4,047","7,660","2,590","6,820","1,041","4,916",2,3,0,0,0,0,0,0
2021-11,9호선,626,등촌,6,0,"5,494",704,"13,999","4,257","42,640","7,036","53,073","18,143","24,017","12,202","16,519","9,692","15,412","10,517","15,905","11,908","15,061","13,093","14,924","13,761","14,581","16,641","16,040","19,227","16,431","27,340","19,014","42,419","9,348","37,098","6,725","19,334","5,742","15,044","4,652","14,507","1,447","9,944",0,0,0,0,0,0,0,0
2021-11,9호선,627,염창,5,0,"11,347",688,"25,032","5,502","75,260","8,349","86,282","21,140","44,364","11,626","25,590","9,848","22,247","10,418","22,531","13,015","20,511","14,636","17,516","16,023","16,303","21,090","18,949","25,285","22,939","42,293","24,472","70,504","12,304","62,138","8,882","36,772","7,961","30,100","5,876","29,763","1,888","21,713",3,275,0,0,0,0,0,0
2021-11,9호선,628,신목동,2,0,"1,793",385,"5,846","1,711","18,117","3,169","19,008","5,765","8,623","3,009","5,688","2,677","5,028","2,908","5,473","3,306","4,793","3,987","4,450","3,798","4,507","4,193","5,624","5,795","6,871","7,976","5,861","14,066","2,748","11,736","1,807","5,944","1,623","6,235","1,552","5,704",427,"3,568",1,63,0,0,0,0,0,0
2021-11,9호선,629,선유도,0,0,"1,908","1,305","5,450","4,681","19,351","14,887","25,493","41,906","11,857","18,341","7,722","7,271","8,284","7,509","9,701","7,069","8,671","7,884","8,576","8,195","10,073","8,277","11,817","9,347","23,973","11,968","38,907","21,534","12,635","16,116","7,122","8,720","6,290","7,518","4,666","7,079","1,460","4,322",1,4,0,0,0,0,0,0
2021-11,9호선,630,당산,44,0,"7,827","1,288","16,270","5,864","49,338","15,152","60,214","41,521","33,886","23,049","23,093","15,066","23,412","16,416","24,699","17,628","23,823","19,630","22,342","20,087","22,672","22,407","25,163","27,193","33,028","42,944","45,417","66,702","22,687","48,362","17,591","29,399","17,825","28,207","15,161","27,857","5,769","18,679",8,826,0,0,0,0,0,0
2021-11,9호선,631,국회의사당,0,0,916,"1,745","1,848","8,757","3,747","39,444","6,282","150,335","5,435","72,190","7,241","23,400","10,717","17,947","12,951","15,003","14,668","16,351","19,114","13,451","21,364","10,339","26,910","9,710","67,507","11,146","109,904","11,727","37,099","6,515","22,286","3,491","20,861","3,016","14,242","2,763","3,878","1,673",0,1,0,0,0,0,0,0
2021-11,9호선,632,여의도,10,0,"2,609","2,258","3,632","19,761","8,581","123,977","10,990","167,947","11,215","71,723","13,063","28,876","18,335","29,147","19,134","27,315","24,114","28,712","27,796","24,237","34,677","22,722","50,102","21,282","131,981","25,261","151,986","30,049","64,991","17,067","51,138","8,884","42,273","7,599","26,910","6,973","7,256","4,028",4,344,0,0,0,0,0,0
2021-11,9호선,633,샛강,6,0,861,"1,002","2,064","4,142","4,592","14,811","6,096","36,835","4,425","15,144","4,244","7,681","5,253","6,992","5,374","6,043","6,191","6,052","6,861","6,324","8,439","5,480","10,180","6,270","18,738","8,620","29,759","12,346","10,375","6,785","7,944","3,640","7,513","2,922","6,174","2,773","2,778","1,861",2,25,0,0,0,0,0,0
2021-11,9호선,634,노량진,339,3,"15,673","2,073","22,818","14,601","60,162","41,293","92,877","67,765","49,782","40,314","30,562","24,736","28,698","23,693","32,921","29,980","36,515","34,544","30,640","28,813","29,809","32,428","35,404","38,546","49,383","56,711","59,343","87,994","30,246","57,479","30,501","36,662","37,938","34,543","41,082","33,148","9,418","22,272",1,"1,257",0,0,0,0,0,0
2021-11,9호선,635,노들,19,0,"3,563",253,"4,957","1,438","15,403","2,476","21,232","4,152","11,327","3,175","7,332","3,332","6,399","3,192","6,457","3,634","6,607","4,305","5,793","4,592","5,274","6,672","5,987","7,354","6,609","9,344","6,208","15,782","3,533","11,056","2,385","6,739","1,957","6,554","1,840","5,553",542,"4,024",0,3,0,0,0,0,0,0
2021-11,9호선,636,흑석(중앙대입구),3,0,"3,372","1,087","5,754","6,482","16,281","11,369","20,870","17,706","13,914","13,029","11,009","10,052","11,201","8,861","13,579","11,062","11,575","12,260","11,992","10,205","13,002","12,618","17,930","15,813","21,123","18,478","15,830","26,798","8,405","17,331","9,761","11,307","7,216","9,524","7,054","9,151","2,758","6,352",0,33,0,0,0,0,0,0
2021-11,9호선,637,동작(현충원),12,0,"1,210",179,"1,563","1,872","4,978","1,557","6,159","2,950","3,863","2,114","2,385","2,158","2,599","1,978","3,030","1,905","2,666","2,140","2,938","2,385","3,097","2,232","4,030","2,352","3,982","2,801","3,998","4,235","1,915","3,237","1,419","1,852","1,315","1,929","1,010","1,781",388,"1,414",2,"1,767",0,0,0,0,0,0
2021-11,9호선,638,구반포,1,0,329,240,896,"1,753","2,328","3,269","3,183","6,273","2,239","4,664","1,836","3,219","2,120","3,195","2,629","3,333","3,128","3,717","3,729","2,900","3,626","2,823","4,357","3,013","5,406","3,114","6,702","5,082","3,107","2,952","2,439","1,421","2,103","1,341","1,591","1,335",436,991,0,40,0,0,0,0,0,0
2021-11,9호선,639,신반포,0,0,413,853,"1,768","9,053","5,171","6,852","7,268","9,887","4,614","5,291","3,659","4,229","3,465","3,397","3,998","3,704","4,333","4,885","4,540","4,137","6,186","4,445","11,372","4,494","12,807","4,976","8,730","8,142","4,883","5,079","3,149","2,785","2,632","2,819","1,907","2,701",517,"1,734",0,1,0,0,0,0,0,0
2021-11,9호선,640,고속터미널,23,0,"2,059","1,407","4,478","13,937","14,790","17,611","21,251","27,789","16,376","29,641","13,972","28,310","15,682","29,050","18,430","28,279","19,609","30,313","22,523","31,702","25,225","32,342","29,298","34,885","32,423","37,526","32,803","45,594","27,553","29,040","24,084","18,346","18,055","15,737","15,228","13,658","4,919","7,313",0,23,0,0,0,0,0,0
2021-11,9호선,641,사평,1,0,840,191,"2,743","1,638","9,497","4,755","11,984","7,592","7,039","3,564","4,701","3,182","4,609","3,557","4,704","4,018","4,974","4,488","4,515","4,899","5,401","4,832","7,358","6,457","7,299","8,014","7,742","10,419","4,350","8,621","2,462","4,430","2,098","4,205","1,895","4,298",502,"2,527",0,0,0,0,0,0,0,0
2021-11,9호선,642,신논현,34,0,"3,679","1,461","12,456","14,151","30,705","40,488","45,635","92,731","30,477","102,954","25,203","53,964","30,168","41,102","34,471","40,173","38,779","45,888","41,403","43,759","47,533","41,578","57,590","49,088","80,780","65,197","110,564","101,897","75,264","56,375","55,290","27,088","60,601","22,386","58,381","18,921","23,934","11,553",15,"1,052",0,0,0,0,0,0
2021-11,공항철도 1호선,656,서울역,121,0,"2,359",641,"2,048","9,500","10,076","16,049","11,468","23,545","8,239","17,420","8,959","14,075","10,176","12,893","13,286","13,480","13,883","12,501","10,673","11,299","17,042","12,501","18,057","12,513","22,513","14,924","27,998","18,204","19,088","14,629","13,418","8,324","15,856","7,609","11,128","5,377","5,306","2,529",11,"1,520",0,0,0,0,0,0
2021-11,공항철도 1호선,657,공덕,40,0,"1,153",154,"1,904","1,300","5,853","3,653","5,425","9,853","3,067","5,134","2,116","3,272","2,187","3,038","2,526","3,289","2,533","3,124","2,529","3,233","2,582","3,569","3,235","4,358","4,980","7,062","8,557","11,255","4,055","7,114","2,819","3,491","2,902","3,200","2,163","3,478","1,089","2,135",67,"1,106",0,0,0,0,0,0
2021-11,공항철도 1호선,658,홍대입구,136,2,"2,661",268,"3,921","2,550","8,812","6,375","11,729","21,744","7,737","20,505","6,408","15,623","7,418","16,834","9,515","19,972","11,085","21,423","12,783","19,020","16,149","18,857","19,626","20,403","26,728","24,426","31,553","33,374","24,220","20,268","22,268","8,823","26,022","7,420","25,677","7,017","10,464","4,912",743,"1,321",2,2,0,0,0,0
2021-11,공항철도 1호선,659,디지털미디어시티,79,26,"2,592",620,"6,351","5,386","17,606","25,507","19,099","93,576","11,583","42,237","7,521","14,787","8,308","10,185","9,342","11,010","10,407","11,279","10,851","9,259","12,803","9,105","16,605","10,279","41,588","14,470","93,461","24,018","33,991","15,341","18,253","8,574","16,418","7,617","13,375","6,958","4,618","4,133",359,"1,550",0,0,0,0,0,0
2021-11,공항철도 1호선,660,마곡나루(서울식물원),4,0,"1,752",701,"4,228","10,648","12,433","21,704","13,615","54,980","7,082","23,418","4,604","8,062","5,229","5,339","6,047","5,250","6,127","5,599","6,078","5,319","7,960","5,298","16,286","5,898","41,121","9,187","42,669","14,691","15,523","10,257","9,716","5,938","7,544","5,622","4,804","5,536","1,735","3,550",324,"3,038",0,0,0,0,0,0
2021-11,공항철도 1호선,661,김포공항,11,0,"1,808","1,608","3,210","11,742","6,344","22,462","17,872","21,315","18,147","13,300","19,089","9,384","21,988","11,764","20,114","13,498","23,824","13,740","25,088","11,297","24,888","11,129","19,808","13,647","29,571","14,486","34,833","13,738","24,332","9,818","23,849","4,312","28,265","1,916","21,126","1,646","4,353",955,94,661,0,0,0,0,0,0
2021-11,공항철도 1호선,662,계양,10,0,"7,910",554,"21,916","3,125","57,267","3,892","50,308","6,126","24,309","4,896","15,675","3,911","13,825","4,338","13,127","5,790","11,314","6,981","9,021","8,361","8,964","10,638","10,526","14,591","11,480","22,509","8,720","41,922","5,060","42,142","3,197","22,294","2,706","19,755","1,970","20,135",758,"13,358",143,"4,108",0,0,0,0,0,0
2021-11,공항철도 1호선,663,검암,342,0,"6,209",441,"13,098","1,933","33,862","6,996","26,129","15,976","13,377","5,996","8,993","4,211","9,093","4,174","8,344","4,637","7,279","5,229","6,726","5,804","6,534","6,361","8,150","8,769","9,361","12,988","14,237","24,952","4,496","25,855","3,578","13,074","3,164","12,102","2,227","11,842",932,"8,154",171,"4,232",0,0,0,0,0,0
2021-11,공항철도 1호선,664,청라국제도시,65,0,"3,549",127,"15,639","4,755","30,823","7,758","19,953","17,492","10,381","6,798","7,889","3,214","7,734","3,333","7,508","4,471","6,759","4,914","5,892","4,748","6,723","5,890","10,121","8,111","13,426","10,672","20,288","21,921","6,256","23,571","3,571","12,547","3,022","11,190","2,531","11,937",812,"7,062",121,"2,759",0,0,0,0,0,0
2021-11,공항철도 1호선,665,운서,52,1,"5,818",414,"11,368","5,503","21,106","8,710","21,977","12,688","9,899","8,142","10,015","5,079","9,955","5,266","10,898","5,741","8,665","7,183","8,842","7,128","9,302","8,981","11,750","11,052","14,583","13,398","11,589","25,075","6,029","17,374","5,904","12,895","5,557","11,438","4,238","11,381","1,720","8,298",143,"3,388",0,0,0,0,0,0
2021-11,공항철도 1호선,666,공항화물청사,3,0,366,598,"1,094","7,087","1,529","13,995","2,262","20,169","1,847","4,065",876,"1,920",743,"2,895","1,010","3,103","1,298","1,596","1,927","1,045","2,892",793,"4,648","1,326","9,135","1,679","17,304",992,"4,029","1,017","2,568","1,569","2,854","1,066","2,573",287,646,189,8,81,0,0,0,0,0,0
